Date,Year,Day of Year,Day of Run,Total Precipitation
3/24/16,2016,84,2640,0
3/25/16,2016,85,2641,0
3/26/16,2016,86,2642,0
3/27/16,2016,87,2643,0
3/28/16,2016,88,2644,0
3/29/16,2016,89,2645,0.01
3/30/16,2016,90,2646,0.15
3/31/16,2016,91,2647,0
4/1/16,2016,92,2648,0
4/2/16,2016,93,2649,0
4/3/16,2016,94,2650,0
4/4/16,2016,95,2651,0
4/5/16,2016,96,2652,0
4/6/16,2016,97,2653,0
4/7/16,2016,98,2654,0.05
4/8/16,2016,99,2655,0.51
4/9/16,2016,100,2656,0.01
4/10/16,2016,101,2657,0.05
4/11/16,2016,102,2658,0
4/12/16,2016,103,2659,0
4/13/16,2016,104,2660,0
4/14/16,2016,105,2661,0
4/15/16,2016,106,2662,0
4/16/16,2016,107,2663,0
4/17/16,2016,108,2664,0
4/18/16,2016,109,2665,0
4/19/16,2016,110,2666,0
4/20/16,2016,111,2667,0
4/21/16,2016,112,2668,0
4/22/16,2016,113,2669,0
4/23/16,2016,114,2670,0
4/24/16,2016,115,2671,0
4/25/16,2016,116,2672,0
4/26/16,2016,117,2673,0.17
4/27/16,2016,118,2674,0
4/28/16,2016,119,2675,0
4/29/16,2016,120,2676,0
4/30/16,2016,121,2677,0
5/1/16,2016,122,2678,0.01
5/2/16,2016,123,2679,0
5/3/16,2016,124,2680,0
5/4/16,2016,125,2681,0
5/5/16,2016,126,2682,0
5/6/16,2016,127,2683,0.26
5/7/16,2016,128,2684,0.3
5/8/16,2016,129,2685,0
5/9/16,2016,130,2686,0
5/10/16,2016,131,2687,0
5/11/16,2016,132,2688,0
5/12/16,2016,133,2689,0
5/13/16,2016,134,2690,0
5/14/16,2016,135,2691,0
5/15/16,2016,136,2692,0
5/16/16,2016,137,2693,0
5/17/16,2016,138,2694,0.1
5/18/16,2016,139,2695,0
5/19/16,2016,140,2696,0
5/20/16,2016,141,2697,0
5/21/16,2016,142,2698,0
5/22/16,2016,143,2699,0
5/23/16,2016,144,2700,0
5/24/16,2016,145,2701,0
5/25/16,2016,146,2702,0
5/26/16,2016,147,2703,0
5/27/16,2016,148,2704,0
5/28/16,2016,149,2705,0
5/29/16,2016,150,2706,0
5/30/16,2016,151,2707,0
5/31/16,2016,152,2708,0
6/1/16,2016,153,2709,0
6/2/16,2016,154,2710,0
6/3/16,2016,155,2711,0
6/4/16,2016,156,2712,0
6/5/16,2016,157,2713,0
6/6/16,2016,158,2714,0
6/7/16,2016,159,2715,0
6/8/16,2016,160,2716,0
6/9/16,2016,161,2717,0
6/10/16,2016,162,2718,0
6/11/16,2016,163,2719,0
6/12/16,2016,164,2720,0
6/13/16,2016,165,2721,0
6/14/16,2016,166,2722,0
6/15/16,2016,167,2723,0
6/16/16,2016,168,2724,0
6/17/16,2016,169,2725,0
6/18/16,2016,170,2726,0
6/19/16,2016,171,2727,0
6/20/16,2016,172,2728,0
6/21/16,2016,173,2729,0
6/22/16,2016,174,2730,0
6/23/16,2016,175,2731,0
6/24/16,2016,176,2732,0
6/25/16,2016,177,2733,0
6/26/16,2016,178,2734,0
6/27/16,2016,179,2735,0
6/28/16,2016,180,2736,0
6/29/16,2016,181,2737,0
6/30/16,2016,182,2738,0
7/1/16,2016,183,2739,0
7/2/16,2016,184,2740,0
7/3/16,2016,185,2741,0
7/4/16,2016,186,2742,0
7/5/16,2016,187,2743,0
7/6/16,2016,188,2744,0
7/7/16,2016,189,2745,0
7/8/16,2016,190,2746,0
7/9/16,2016,191,2747,0
7/10/16,2016,192,2748,0
7/11/16,2016,193,2749,0
7/12/16,2016,194,2750,0
7/13/16,2016,195,2751,0
7/14/16,2016,196,2752,0
7/15/16,2016,197,2753,0
7/16/16,2016,198,2754,0
7/17/16,2016,199,2755,0
7/18/16,2016,200,2756,0
7/19/16,2016,201,2757,0
7/20/16,2016,202,2758,0
7/21/16,2016,203,2759,0
7/22/16,2016,204,2760,0
7/23/16,2016,205,2761,0
7/24/16,2016,206,2762,0
7/25/16,2016,207,2763,0
7/26/16,2016,208,2764,0
7/27/16,2016,209,2765,0
7/28/16,2016,210,2766,0
7/29/16,2016,211,2767,0
7/30/16,2016,212,2768,0
7/31/16,2016,213,2769,0
8/1/16,2016,214,2770,0
8/2/16,2016,215,2771,0
8/3/16,2016,216,2772,0
8/4/16,2016,217,2773,0
8/5/16,2016,218,2774,0
8/6/16,2016,219,2775,0
8/7/16,2016,220,2776,0
8/8/16,2016,221,2777,0
8/9/16,2016,222,2778,0
8/10/16,2016,223,2779,0
8/11/16,2016,224,2780,0
8/12/16,2016,225,2781,0
8/13/16,2016,226,2782,0
8/14/16,2016,227,2783,0
8/15/16,2016,228,2784,0
8/16/16,2016,229,2785,0
8/17/16,2016,230,2786,0
8/18/16,2016,231,2787,0
8/19/16,2016,232,2788,0
8/20/16,2016,233,2789,0
8/21/16,2016,234,2790,0
8/22/16,2016,235,2791,0
8/23/16,2016,236,2792,0
8/24/16,2016,237,2793,0
8/25/16,2016,238,2794,0
8/26/16,2016,239,2795,0
8/27/16,2016,240,2796,0
8/28/16,2016,241,2797,0
8/29/16,2016,242,2798,0
8/30/16,2016,243,2799,0
8/31/16,2016,244,2800,0
9/1/16,2016,245,2801,0
9/2/16,2016,246,2802,0
9/3/16,2016,247,2803,0
9/4/16,2016,248,2804,0
9/5/16,2016,249,2805,0
9/6/16,2016,250,2806,0
9/7/16,2016,251,2807,0
9/8/16,2016,252,2808,0
9/9/16,2016,253,2809,0
9/10/16,2016,254,2810,0
9/11/16,2016,255,2811,0
9/12/16,2016,256,2812,0
9/13/16,2016,257,2813,0
9/14/16,2016,258,2814,0
9/15/16,2016,259,2815,0
9/16/16,2016,260,2816,0
9/17/16,2016,261,2817,0
9/18/16,2016,262,2818,0
9/19/16,2016,263,2819,0
9/20/16,2016,264,2820,1.27
9/21/16,2016,265,2821,0.68
9/22/16,2016,266,2822,0
9/23/16,2016,267,2823,0
9/24/16,2016,268,2824,0
9/25/16,2016,269,2825,0
9/26/16,2016,270,2826,0
9/27/16,2016,271,2827,0
9/28/16,2016,272,2828,0
9/29/16,2016,273,2829,0
9/30/16,2016,274,2830,0
10/1/16,2016,275,2831,0
10/2/16,2016,276,2832,0
10/3/16,2016,277,2833,0
10/4/16,2016,278,2834,0
10/5/16,2016,279,2835,0
10/6/16,2016,280,2836,0
10/7/16,2016,281,2837,0
10/8/16,2016,282,2838,0
10/9/16,2016,283,2839,0
10/10/16,2016,284,2840,0
10/11/16,2016,285,2841,0
10/12/16,2016,286,2842,0
10/13/16,2016,287,2843,0
10/14/16,2016,288,2844,0
10/15/16,2016,289,2845,0
10/16/16,2016,290,2846,0
10/17/16,2016,291,2847,0
10/18/16,2016,292,2848,0
10/19/16,2016,293,2849,0
10/20/16,2016,294,2850,0
10/21/16,2016,295,2851,0
10/22/16,2016,296,2852,0
10/23/16,2016,297,2853,0
10/24/16,2016,298,2854,1.08
10/25/16,2016,299,2855,0
10/26/16,2016,300,2856,0
10/27/16,2016,301,2857,0
10/28/16,2016,302,2858,0
10/29/16,2016,303,2859,0
10/30/16,2016,304,2860,0.06
10/31/16,2016,305,2861,0
11/1/16,2016,306,2862,0
11/2/16,2016,307,2863,0
11/3/16,2016,308,2864,0
11/4/16,2016,309,2865,0
11/5/16,2016,310,2866,0
11/6/16,2016,311,2867,0
11/7/16,2016,312,2868,0
11/8/16,2016,313,2869,0
11/9/16,2016,314,2870,0
11/10/16,2016,315,2871,0
11/11/16,2016,316,2872,0
11/12/16,2016,317,2873,0
11/13/16,2016,318,2874,0
11/14/16,2016,319,2875,0
11/15/16,2016,320,2876,0
11/16/16,2016,321,2877,0
11/17/16,2016,322,2878,0
11/18/16,2016,323,2879,0
11/19/16,2016,324,2880,0
11/20/16,2016,325,2881,0.03
11/21/16,2016,326,2882,0.4
11/22/16,2016,327,2883,0
11/23/16,2016,328,2884,0
11/24/16,2016,329,2885,0
11/25/16,2016,330,2886,0
11/26/16,2016,331,2887,0
11/27/16,2016,332,2888,0
11/28/16,2016,333,2889,0.35
11/29/16,2016,334,2890,0.01
11/30/16,2016,335,2891,0
12/1/16,2016,336,2892,0
12/2/16,2016,337,2893,0
12/3/16,2016,338,2894,0
12/4/16,2016,339,2895,0
12/5/16,2016,340,2896,0
12/6/16,2016,341,2897,0
12/7/16,2016,342,2898,0
12/8/16,2016,343,2899,0
12/9/16,2016,344,2900,0
12/10/16,2016,345,2901,0
12/11/16,2016,346,2902,0
12/12/16,2016,347,2903,0
12/13/16,2016,348,2904,0
12/14/16,2016,349,2905,0
12/15/16,2016,350,2906,0.5
12/16/16,2016,351,2907,3.44
12/17/16,2016,352,2908,0.19
12/18/16,2016,353,2909,0
12/19/16,2016,354,2910,0
12/20/16,2016,355,2911,0
12/21/16,2016,356,2912,0.92
12/22/16,2016,357,2913,0.78
12/23/16,2016,358,2914,0.03
12/24/16,2016,359,2915,0
12/25/16,2016,360,2916,0.19
12/26/16,2016,361,2917,0.01
12/27/16,2016,362,2918,0
12/28/16,2016,363,2919,0
12/29/16,2016,364,2920,0
12/30/16,2016,365,2921,0.11
12/31/16,2016,366,2922,0.03
1/1/17,2017,1,2923,0.28
1/2/17,2017,2,2924,0
1/3/17,2017,3,2925,0
1/4/17,2017,4,2926,0
1/5/17,2017,5,2927,0.11
1/6/17,2017,6,2928,0.04
1/7/17,2017,7,2929,0.03
1/8/17,2017,8,2930,0
1/9/17,2017,9,2931,1.44
1/10/17,2017,10,2932,0
1/11/17,2017,11,2933,0.09
1/12/17,2017,12,2934,0
1/13/17,2017,13,2935,0.04
1/14/17,2017,14,2936,0.56
1/15/17,2017,15,2937,0.01
1/16/17,2017,16,2938,0
1/17/17,2017,17,2939,0
1/18/17,2017,18,2940,0
1/19/17,2017,19,2941,0
1/20/17,2017,20,2942,0
1/21/17,2017,21,2943,0.2
1/22/17,2017,22,2944,0.13
1/23/17,2017,23,2945,0
1/24/17,2017,24,2946,0.37
1/25/17,2017,25,2947,0.67
1/26/17,2017,26,2948,0.57
1/27/17,2017,27,2949,0.06
1/28/17,2017,28,2950,0.25
1/29/17,2017,29,2951,0.01
1/30/17,2017,30,2952,0
1/31/17,2017,31,2953,0
2/1/17,2017,32,2954,0
2/2/17,2017,33,2955,0
2/3/17,2017,34,2956,0
2/4/17,2017,35,2957,0
2/5/17,2017,36,2958,0
2/6/17,2017,37,2959,0.14
2/7/17,2017,38,2960,0.05
2/8/17,2017,39,2961,0
2/9/17,2017,40,2962,0
2/10/17,2017,41,2963,0
2/11/17,2017,42,2964,0
2/12/17,2017,43,2965,0.09
2/13/17,2017,44,2966,0
2/14/17,2017,45,2967,0
2/15/17,2017,46,2968,0
2/16/17,2017,47,2969,0
2/17/17,2017,48,2970,0
2/18/17,2017,49,2971,0.31
2/19/17,2017,50,2972,0.02
2/20/17,2017,51,2973,0.01
2/21/17,2017,52,2974,0
2/22/17,2017,53,2975,0
2/23/17,2017,54,2976,0
2/24/17,2017,55,2977,0
2/25/17,2017,56,2978,0
2/26/17,2017,57,2979,0.01
2/27/17,2017,58,2980,0
2/28/17,2017,59,2981,0.65
3/1/17,2017,60,2982,0.01
3/2/17,2017,61,2983,0
3/3/17,2017,62,2984,0
3/4/17,2017,63,2985,0
3/5/17,2017,64,2986,0
3/6/17,2017,65,2987,0
3/7/17,2017,66,2988,0
3/8/17,2017,67,2989,0
3/9/17,2017,68,2990,0
3/10/17,2017,69,2991,0
3/11/17,2017,70,2992,0
3/12/17,2017,71,2993,0
3/13/17,2017,72,2994,0
3/14/17,2017,73,2995,0
3/15/17,2017,74,2996,0
3/16/17,2017,75,2997,0
3/17/17,2017,76,2998,0
3/18/17,2017,77,2999,0
3/19/17,2017,78,3000,0
3/20/17,2017,79,3001,0
3/21/17,2017,80,3002,0
3/22/17,2017,81,3003,0
3/23/17,2017,82,3004,0.02
3/24/17,2017,83,3005,0
3/25/17,2017,84,3006,0
3/26/17,2017,85,3007,0
3/27/17,2017,86,3008,0
3/28/17,2017,87,3009,0
3/29/17,2017,88,3010,0
3/30/17,2017,89,3011,0
3/31/17,2017,90,3012,0
4/1/17,2017,91,3013,0
4/2/17,2017,92,3014,0
4/3/17,2017,93,3015,0
4/4/17,2017,94,3016,0
4/5/17,2017,95,3017,0
4/6/17,2017,96,3018,0
4/7/17,2017,97,3019,0
4/8/17,2017,98,3020,0
4/9/17,2017,99,3021,0
4/10/17,2017,100,3022,0
4/11/17,2017,101,3023,0
4/12/17,2017,102,3024,0
4/13/17,2017,103,3025,0
4/14/17,2017,104,3026,0
4/15/17,2017,105,3027,0
4/16/17,2017,106,3028,0
4/17/17,2017,107,3029,0
4/18/17,2017,108,3030,0
4/19/17,2017,109,3031,0
4/20/17,2017,110,3032,0
4/21/17,2017,111,3033,0
4/22/17,2017,112,3034,0
4/23/17,2017,113,3035,0
4/24/17,2017,114,3036,0
4/25/17,2017,115,3037,0
4/26/17,2017,116,3038,0
4/27/17,2017,117,3039,0
4/28/17,2017,118,3040,0
4/29/17,2017,119,3041,0
4/30/17,2017,120,3042,0
5/1/17,2017,121,3043,0
5/2/17,2017,122,3044,0
5/3/17,2017,123,3045,0
5/4/17,2017,124,3046,0
5/5/17,2017,125,3047,0
5/6/17,2017,126,3048,0
5/7/17,2017,127,3049,0.25
5/8/17,2017,128,3050,0.24
5/9/17,2017,129,3051,0
5/10/17,2017,130,3052,0
5/11/17,2017,131,3053,0
5/12/17,2017,132,3054,0
5/13/17,2017,133,3055,0
5/14/17,2017,134,3056,0
5/15/17,2017,135,3057,0
5/16/17,2017,136,3058,0
5/17/17,2017,137,3059,0
5/18/17,2017,138,3060,0
5/19/17,2017,139,3061,0
5/20/17,2017,140,3062,0
5/21/17,2017,141,3063,0
5/22/17,2017,142,3064,0
5/23/17,2017,143,3065,0
5/24/17,2017,144,3066,0
5/25/17,2017,145,3067,0
5/26/17,2017,146,3068,0
5/27/17,2017,147,3069,0
5/28/17,2017,148,3070,0
5/29/17,2017,149,3071,0
5/30/17,2017,150,3072,0
5/31/17,2017,151,3073,0
6/1/17,2017,152,3074,0
6/2/17,2017,153,3075,0
6/3/17,2017,154,3076,0
6/4/17,2017,155,3077,0
6/5/17,2017,156,3078,0
6/6/17,2017,157,3079,0
6/7/17,2017,158,3080,0
6/8/17,2017,159,3081,0
6/9/17,2017,160,3082,0
6/10/17,2017,161,3083,0
6/11/17,2017,162,3084,0
6/12/17,2017,163,3085,0
6/13/17,2017,164,3086,0
6/14/17,2017,165,3087,0
6/15/17,2017,166,3088,0
6/16/17,2017,167,3089,0
6/17/17,2017,168,3090,0
6/18/17,2017,169,3091,0
6/19/17,2017,170,3092,0
6/20/17,2017,171,3093,0
6/21/17,2017,172,3094,0
6/22/17,2017,173,3095,0
6/23/17,2017,174,3096,0
6/24/17,2017,175,3097,0
6/25/17,2017,176,3098,0
6/26/17,2017,177,3099,0
6/27/17,2017,178,3100,0
6/28/17,2017,179,3101,0
6/29/17,2017,180,3102,0
6/30/17,2017,181,3103,0
7/1/17,2017,182,3104,0
7/2/17,2017,183,3105,0
7/3/17,2017,184,3106,0
7/4/17,2017,185,3107,0
7/5/17,2017,186,3108,0
7/6/17,2017,187,3109,0
7/7/17,2017,188,3110,0
7/8/17,2017,189,3111,0
7/9/17,2017,190,3112,0
7/10/17,2017,191,3113,0
7/11/17,2017,192,3114,0
7/12/17,2017,193,3115,0
7/13/17,2017,194,3116,0
7/14/17,2017,195,3117,0
7/15/17,2017,196,3118,0
7/16/17,2017,197,3119,0
7/17/17,2017,198,3120,0
7/18/17,2017,199,3121,0
7/19/17,2017,200,3122,0
7/20/17,2017,201,3123,0
7/21/17,2017,202,3124,0
7/22/17,2017,203,3125,0
7/23/17,2017,204,3126,0
7/24/17,2017,205,3127,0
7/25/17,2017,206,3128,0
7/26/17,2017,207,3129,0
7/27/17,2017,208,3130,0
7/28/17,2017,209,3131,0
7/29/17,2017,210,3132,0
7/30/17,2017,211,3133,0
7/31/17,2017,212,3134,0
8/1/17,2017,213,3135,0.05
8/2/17,2017,214,3136,0.02
8/3/17,2017,215,3137,1.41
8/4/17,2017,216,3138,0
8/5/17,2017,217,3139,0
8/6/17,2017,218,3140,0
8/7/17,2017,219,3141,0
8/8/17,2017,220,3142,0
8/9/17,2017,221,3143,0
8/10/17,2017,222,3144,0
8/11/17,2017,223,3145,0
8/12/17,2017,224,3146,0
8/13/17,2017,225,3147,0
8/14/17,2017,226,3148,0
8/15/17,2017,227,3149,0
8/16/17,2017,228,3150,0
8/17/17,2017,229,3151,0
8/18/17,2017,230,3152,0
8/19/17,2017,231,3153,0
8/20/17,2017,232,3154,0
8/21/17,2017,233,3155,0
8/22/17,2017,234,3156,0
8/23/17,2017,235,3157,0
8/24/17,2017,236,3158,0
8/25/17,2017,237,3159,0
8/26/17,2017,238,3160,0
8/27/17,2017,239,3161,0
8/28/17,2017,240,3162,0
8/29/17,2017,241,3163,0
8/30/17,2017,242,3164,0
8/31/17,2017,243,3165,0.09
9/1/17,2017,244,3166,0
9/2/17,2017,245,3167,0
9/3/17,2017,246,3168,0
9/4/17,2017,247,3169,0
9/5/17,2017,248,3170,0
9/6/17,2017,249,3171,0
9/7/17,2017,250,3172,0
9/8/17,2017,251,3173,0.33
9/9/17,2017,252,3174,0.25
9/10/17,2017,253,3175,0
9/11/17,2017,254,3176,0
9/12/17,2017,255,3177,0
9/13/17,2017,256,3178,0
9/14/17,2017,257,3179,0
9/15/17,2017,258,3180,0
9/16/17,2017,259,3181,0
9/17/17,2017,260,3182,0
9/18/17,2017,261,3183,0
9/19/17,2017,262,3184,0
9/20/17,2017,263,3185,0
9/21/17,2017,264,3186,0
9/22/17,2017,265,3187,0
9/23/17,2017,266,3188,0
9/24/17,2017,267,3189,0
9/25/17,2017,268,3190,0
9/26/17,2017,269,3191,0
9/27/17,2017,270,3192,0
9/28/17,2017,271,3193,0
9/29/17,2017,272,3194,0
9/30/17,2017,273,3195,0
10/1/17,2017,274,3196,0
10/2/17,2017,275,3197,0
10/3/17,2017,276,3198,0
10/4/17,2017,277,3199,0
10/5/17,2017,278,3200,0
10/6/17,2017,279,3201,0
10/7/17,2017,280,3202,0
10/8/17,2017,281,3203,0
10/9/17,2017,282,3204,0
10/10/17,2017,283,3205,0
10/11/17,2017,284,3206,0
10/12/17,2017,285,3207,0
10/13/17,2017,286,3208,0
10/14/17,2017,287,3209,0
10/15/17,2017,288,3210,0
10/16/17,2017,289,3211,0
10/17/17,2017,290,3212,0
10/18/17,2017,291,3213,0
10/19/17,2017,292,3214,0
10/20/17,2017,293,3215,0
10/21/17,2017,294,3216,0
10/22/17,2017,295,3217,0
10/23/17,2017,296,3218,0
10/24/17,2017,297,3219,0
10/25/17,2017,298,3220,0
10/26/17,2017,299,3221,0
10/27/17,2017,300,3222,0
10/28/17,2017,301,3223,0
10/29/17,2017,302,3224,0
10/30/17,2017,303,3225,0
10/31/17,2017,304,3226,0
11/1/17,2017,305,3227,0
11/2/17,2017,306,3228,0
11/3/17,2017,307,3229,0
11/4/17,2017,308,3230,0
11/5/17,2017,309,3231,0
11/6/17,2017,310,3232,0
11/7/17,2017,311,3233,0
11/8/17,2017,312,3234,0
11/9/17,2017,313,3235,0
11/10/17,2017,314,3236,0
11/11/17,2017,315,3237,0
11/12/17,2017,316,3238,0
11/13/17,2017,317,3239,0
11/14/17,2017,318,3240,0
11/15/17,2017,319,3241,0
11/16/17,2017,320,3242,0
11/17/17,2017,321,3243,0.29
11/18/17,2017,322,3244,0
11/19/17,2017,323,3245,0
11/20/17,2017,324,3246,0
11/21/17,2017,325,3247,0
11/22/17,2017,326,3248,0
11/23/17,2017,327,3249,0
11/24/17,2017,328,3250,0
11/25/17,2017,329,3251,0
11/26/17,2017,330,3252,0
11/27/17,2017,331,3253,0
11/28/17,2017,332,3254,0
11/29/17,2017,333,3255,0
11/30/17,2017,334,3256,0
12/1/17,2017,335,3257,0
12/2/17,2017,336,3258,0
12/3/17,2017,337,3259,0
12/4/17,2017,338,3260,0
12/5/17,2017,339,3261,0
12/6/17,2017,340,3262,0
12/7/17,2017,341,3263,0
12/8/17,2017,342,3264,0
12/9/17,2017,343,3265,0
12/10/17,2017,344,3266,0
12/11/17,2017,345,3267,0
12/12/17,2017,346,3268,0
12/13/17,2017,347,3269,0
12/14/17,2017,348,3270,0
12/15/17,2017,349,3271,0
12/16/17,2017,350,3272,0
12/17/17,2017,351,3273,0
12/18/17,2017,352,3274,0
12/19/17,2017,353,3275,0
12/20/17,2017,354,3276,0
12/21/17,2017,355,3277,0
12/22/17,2017,356,3278,0
12/23/17,2017,357,3279,0
12/24/17,2017,358,3280,0
12/25/17,2017,359,3281,0
12/26/17,2017,360,3282,0
12/27/17,2017,361,3283,0
12/28/17,2017,362,3284,0
12/29/17,2017,363,3285,0
12/30/17,2017,364,3286,0
12/31/17,2017,365,3287,0
1/1/18,2018,1,3288,0
1/2/18,2018,2,3289,0
1/3/18,2018,3,3290,0
1/4/18,2018,4,3291,0
1/5/18,2018,5,3292,0
1/6/18,2018,6,3293,0
1/7/18,2018,7,3294,0
1/8/18,2018,8,3295,0.47
1/9/18,2018,9,3296,2.22
1/10/18,2018,10,3297,0.52
1/11/18,2018,11,3298,0.04
1/12/18,2018,12,3299,0
1/13/18,2018,13,3300,0
1/14/18,2018,14,3301,0
1/15/18,2018,15,3302,0
1/16/18,2018,16,3303,0
1/17/18,2018,17,3304,0
1/18/18,2018,18,3305,0
1/19/18,2018,19,3306,0
1/20/18,2018,20,3307,0.31
1/21/18,2018,21,3308,0.02
1/22/18,2018,22,3309,0
1/23/18,2018,23,3310,0
1/24/18,2018,24,3311,0
1/25/18,2018,25,3312,0
1/26/18,2018,26,3313,0
1/27/18,2018,27,3314,0
1/28/18,2018,28,3315,0
1/29/18,2018,29,3316,0
1/30/18,2018,30,3317,0
1/31/18,2018,31,3318,0
2/1/18,2018,32,3319,0
2/2/18,2018,33,3320,0
2/3/18,2018,34,3321,0
2/4/18,2018,35,3322,0
2/5/18,2018,36,3323,0
2/6/18,2018,37,3324,0
2/7/18,2018,38,3325,0
2/8/18,2018,39,3326,0
2/9/18,2018,40,3327,0
2/10/18,2018,41,3328,0
2/11/18,2018,42,3329,0
2/12/18,2018,43,3330,0
2/13/18,2018,44,3331,0
2/14/18,2018,45,3332,0
2/15/18,2018,46,3333,0
2/16/18,2018,47,3334,0
2/17/18,2018,48,3335,0
2/18/18,2018,49,3336,0
2/19/18,2018,50,3337,0.01
2/20/18,2018,51,3338,0.02
2/21/18,2018,52,3339,0
2/22/18,2018,53,3340,0
2/23/18,2018,54,3341,0
2/24/18,2018,55,3342,0
2/25/18,2018,56,3343,0
2/26/18,2018,57,3344,0
2/27/18,2018,58,3345,0.1
2/28/18,2018,59,3346,0.05
3/1/18,2018,60,3347,0
3/2/18,2018,61,3348,0
3/3/18,2018,62,3349,0
3/4/18,2018,63,3350,0
3/5/18,2018,64,3351,0
3/6/18,2018,65,3352,0
3/7/18,2018,66,3353,0
3/8/18,2018,67,3354,0
3/9/18,2018,68,3355,0
3/10/18,2018,69,3356,1.05
3/11/18,2018,70,3357,0.13
3/12/18,2018,71,3358,0
3/13/18,2018,72,3359,0.03
3/14/18,2018,73,3360,0
3/15/18,2018,74,3361,0.37
3/16/18,2018,75,3362,0
3/17/18,2018,76,3363,0.01
3/18/18,2018,77,3364,0
3/19/18,2018,78,3365,0
3/20/18,2018,79,3366,0
3/21/18,2018,80,3367,0.01
3/22/18,2018,81,3368,1.75
3/23/18,2018,82,3369,0.35
3/24/18,2018,83,3370,0
3/25/18,2018,84,3371,0
3/26/18,2018,85,3372,0
3/27/18,2018,86,3373,0
3/28/18,2018,87,3374,0
3/29/18,2018,88,3375,0
3/30/18,2018,89,3376,0
3/31/18,2018,90,3377,0
4/1/18,2018,91,3378,0
4/2/18,2018,92,3379,0
4/3/18,2018,93,3380,0
4/4/18,2018,94,3381,0
4/5/18,2018,95,3382,0
4/6/18,2018,96,3383,0
4/7/18,2018,97,3384,0
4/8/18,2018,98,3385,0
4/9/18,2018,99,3386,0
4/10/18,2018,100,3387,0
4/11/18,2018,101,3388,0
4/12/18,2018,102,3389,0
4/13/18,2018,103,3390,0
4/14/18,2018,104,3391,0
4/15/18,2018,105,3392,0
4/16/18,2018,106,3393,0
4/17/18,2018,107,3394,0
4/18/18,2018,108,3395,0
4/19/18,2018,109,3396,0
4/20/18,2018,110,3397,0
4/21/18,2018,111,3398,0
4/22/18,2018,112,3399,0
4/23/18,2018,113,3400,0
4/24/18,2018,114,3401,0
4/25/18,2018,115,3402,0
4/26/18,2018,116,3403,0
4/27/18,2018,117,3404,0
4/28/18,2018,118,3405,0
4/29/18,2018,119,3406,0
4/30/18,2018,120,3407,0
5/1/18,2018,121,3408,0
5/2/18,2018,122,3409,0.09
5/3/18,2018,123,3410,0
5/4/18,2018,124,3411,0
5/5/18,2018,125,3412,0
5/6/18,2018,126,3413,0
5/7/18,2018,127,3414,0
5/8/18,2018,128,3415,0
5/9/18,2018,129,3416,0
5/10/18,2018,130,3417,0
5/11/18,2018,131,3418,0
5/12/18,2018,132,3419,0
5/13/18,2018,133,3420,0
5/14/18,2018,134,3421,0
5/15/18,2018,135,3422,0
5/16/18,2018,136,3423,0
5/17/18,2018,137,3424,0
5/18/18,2018,138,3425,0
5/19/18,2018,139,3426,0
5/20/18,2018,140,3427,0
5/21/18,2018,141,3428,0
5/22/18,2018,142,3429,0
5/23/18,2018,143,3430,0
5/24/18,2018,144,3431,0
5/25/18,2018,145,3432,0
5/26/18,2018,146,3433,0
5/27/18,2018,147,3434,0
5/28/18,2018,148,3435,0
5/29/18,2018,149,3436,0
5/30/18,2018,150,3437,0
5/31/18,2018,151,3438,0
6/1/18,2018,152,3439,0
6/2/18,2018,153,3440,0
6/3/18,2018,154,3441,0
6/4/18,2018,155,3442,0
6/5/18,2018,156,3443,0
6/6/18,2018,157,3444,0
6/7/18,2018,158,3445,0
6/8/18,2018,159,3446,0
6/9/18,2018,160,3447,0
6/10/18,2018,161,3448,0
6/11/18,2018,162,3449,0
6/12/18,2018,163,3450,0
6/13/18,2018,164,3451,0
6/14/18,2018,165,3452,0
6/15/18,2018,166,3453,0
6/16/18,2018,167,3454,0
6/17/18,2018,168,3455,0
6/18/18,2018,169,3456,0
6/19/18,2018,170,3457,0
6/20/18,2018,171,3458,0
6/21/18,2018,172,3459,0
6/22/18,2018,173,3460,0
6/23/18,2018,174,3461,0
6/24/18,2018,175,3462,0
6/25/18,2018,176,3463,0
6/26/18,2018,177,3464,0
6/27/18,2018,178,3465,0
6/28/18,2018,179,3466,0
6/29/18,2018,180,3467,0
6/30/18,2018,181,3468,0
7/1/18,2018,182,3469,0
7/2/18,2018,183,3470,0
7/3/18,2018,184,3471,0
7/4/18,2018,185,3472,0
7/5/18,2018,186,3473,0
7/6/18,2018,187,3474,0
7/7/18,2018,188,3475,0
7/8/18,2018,189,3476,0
7/9/18,2018,190,3477,0.01
7/10/18,2018,191,3478,0.03
7/11/18,2018,192,3479,0.35
7/12/18,2018,193,3480,0.65
7/13/18,2018,194,3481,0
7/14/18,2018,195,3482,0
7/15/18,2018,196,3483,0
7/16/18,2018,197,3484,0
7/17/18,2018,198,3485,0
7/18/18,2018,199,3486,0
7/19/18,2018,200,3487,0
7/20/18,2018,201,3488,0
7/21/18,2018,202,3489,0
7/22/18,2018,203,3490,0
7/23/18,2018,204,3491,0
7/24/18,2018,205,3492,0
7/25/18,2018,206,3493,0
7/26/18,2018,207,3494,0
7/27/18,2018,208,3495,0
7/28/18,2018,209,3496,0
7/29/18,2018,210,3497,0
7/30/18,2018,211,3498,0
7/31/18,2018,212,3499,0
8/1/18,2018,213,3500,0
8/2/18,2018,214,3501,0
